Region,County,First Dose,Series Complete,Report as of
Southern Tier,Chenango,27722,26076,10/23/2021
North Country,Clinton,52911,50143,10/23/2021
Capital Region,Columbia,40995,37541,10/23/2021
Central New York,Cortland,26372,24799,10/23/2021
Southern Tier,Delaware,23811,22146,10/23/2021
Mid-Hudson,Dutchess,199184,179545,10/23/2021
Western New York,Erie,615235,571486,10/23/2021
North Country,Essex,24568,23189,10/23/2021
North Country,Franklin,27601,25831,10/23/2021
Mohawk Valley,Fulton,26520,24844,10/23/2021
Finger Lakes,Genesee,32956,30797,10/23/2021
Capital Region,Greene,28404,25909,10/23/2021
North Country,Hamilton,3337,3078,10/23/2021
Mohawk Valley,Herkimer,33096,30770,10/23/2021
North Country,Jefferson,65205,54038,10/23/2021
New York City,Kings,1692742,1529568,10/23/2021
North Country,Lewis,12851,12229,10/23/2021
Finger Lakes,Livingston,36078,34166,10/23/2021
Central New York,Madison,48359,45250,10/23/2021
Finger Lakes,Monroe,505566,474798,10/23/2021
Mohawk Valley,Montgomery,31223,29282,10/23/2021
Long Island,Nassau,1078183,986936,10/23/2021
New York City,New York,1331368,1197519,10/23/2021
Western New York,Niagara,131125,122776,10/23/2021
Mohawk Valley,Oneida,136007,125781,10/23/2021
Central New York,Onondaga,321220,298042,10/23/2021
Finger Lakes,Ontario,73713,69724,10/23/2021
Mid-Hudson,Orange,224297,204112,10/23/2021
Finger Lakes,Orleans,21478,19954,10/23/2021
Central New York,Oswego,70079,65745,10/23/2021
Mohawk Valley,Otsego,36129,33905,10/23/2021
Mid-Hudson,Putnam,71823,64691,10/23/2021
New York City,Queens,1836721,1677558,10/23/2021
Capital Region,Rensselaer,104728,97522,10/23/2021
New York City,Richmond,325305,297200,10/23/2021
Mid-Hudson,Rockland,200415,181755,10/23/2021
Capital Region,Saratoga,164305,154328,10/23/2021
Capital Region,Schenectady,118131,109565,10/23/2021
Mohawk Valley,Schoharie,17250,16296,10/23/2021
Southern Tier,Schuyler,10063,9389,10/23/2021
Finger Lakes,Seneca,17364,16260,10/23/2021
North Country,St. Lawrence,63544,59560,10/23/2021
Southern Tier,Steuben,48012,45261,10/23/2021
Long Island,Suffolk,1074679,977319,10/23/2021
Mid-Hudson,Sullivan,43911,39666,10/23/2021
Southern Tier,Tioga,22931,21638,10/23/2021
Southern Tier,Tompkins,75412,70676,10/23/2021
Mid-Hudson,Ulster,129733,118586,10/23/2021
Capital Region,Warren,46553,44020,10/23/2021
Capital Region,Washington,37077,35204,10/23/2021
Finger Lakes,Wayne,57047,53636,10/23/2021
Mid-Hudson,Westchester,740230,671539,10/23/2021
Finger Lakes,Wyoming,20540,19177,10/23/2021
Finger Lakes,Yates,12815,11903,10/23/2021
Capital Region,Albany,220321,203142,10/24/2021
Western New York,Allegany,19990,18677,10/24/2021
New York City,Bronx,970600,859779,10/24/2021
Southern Tier,Broome,120395,113130,10/24/2021
Western New York,Cattaraugus,37834,34970,10/24/2021
Central New York,Cayuga,44241,41213,10/24/2021
Western New York,Chautauqua,71204,65350,10/24/2021
Southern Tier,Chemung,43046,40443,10/24/2021
Southern Tier,Chenango,27724,26079,10/24/2021
North Country,Clinton,52917,50160,10/24/2021
Capital Region,Columbia,41015,37551,10/24/2021
Central New York,Cortland,26380,24806,10/24/2021
Southern Tier,Delaware,23814,22149,10/24/2021
Mid-Hudson,Dutchess,199249,179629,10/24/2021
Western New York,Erie,615425,571746,10/24/2021
North Country,Essex,24572,23193,10/24/2021
North Country,Franklin,27614,25839,10/24/2021
Mohawk Valley,Fulton,26537,24855,10/24/2021
Finger Lakes,Genesee,32964,30810,10/24/2021
Capital Region,Greene,28414,25918,10/24/2021
North Country,Hamilton,3338,3079,10/24/2021
Mohawk Valley,Herkimer,33102,30777,10/24/2021
North Country,Jefferson,65235,54059,10/24/2021
New York City,Kings,1694040,1531384,10/24/2021
North Country,Lewis,12852,12236,10/24/2021
Finger Lakes,Livingston,36082,34173,10/24/2021
Central New York,Madison,48369,45257,10/24/2021
Finger Lakes,Monroe,505763,474913,10/24/2021
Mohawk Valley,Montgomery,31234,29288,10/24/2021
Long Island,Nassau,1078720,987434,10/24/2021
New York City,New York,1332298,1198170,10/24/2021
Western New York,Niagara,131165,122840,10/24/2021
Mohawk Valley,Oneida,136047,125823,10/24/2021
Central New York,Onondaga,321294,298120,10/24/2021
Finger Lakes,Ontario,73739,69740,10/24/2021
Mid-Hudson,Orange,224386,204210,10/24/2021
Finger Lakes,Orleans,21480,19959,10/24/2021
Central New York,Oswego,70094,65765,10/24/2021
Mohawk Valley,Otsego,36136,33910,10/24/2021
Mid-Hudson,Putnam,71857,64717,10/24/2021
New York City,Queens,1837952,1679061,10/24/2021
Capital Region,Rensselaer,104758,97548,10/24/2021
New York City,Richmond,325603,297617,10/24/2021
Mid-Hudson,Rockland,200664,182006,10/24/2021
Capital Region,Saratoga,164340,154361,10/24/2021
Capital Region,Schenectady,118160,109595,10/24/2021
Mohawk Valley,Schoharie,17257,16307,10/24/2021
Southern Tier,Schuyler,10067,9390,10/24/2021
Finger Lakes,Seneca,17367,16263,10/24/2021
North Country,St. Lawrence,63557,59573,10/24/2021
Southern Tier,Steuben,48023,45271,10/24/2021
Long Island,Suffolk,1075100,977882,10/24/2021
Mid-Hudson,Sullivan,43928,39709,10/24/2021
Southern Tier,Tioga,22939,21644,10/24/2021
Southern Tier,Tompkins,75424,70688,10/24/2021
Mid-Hudson,Ulster,129774,118625,10/24/2021
Capital Region,Warren,46561,44028,10/24/2021
Capital Region,Washington,37087,35218,10/24/2021
Finger Lakes,Wayne,57064,53650,10/24/2021
Mid-Hudson,Westchester,740415,671800,10/24/2021
Finger Lakes,Wyoming,20544,19185,10/24/2021
Finger Lakes,Yates,12818,11905,10/24/2021
Capital Region,Albany,220437,203253,10/25/2021
Western New York,Allegany,20017,18704,10/25/2021
New York City,Bronx,972480,861857,10/25/2021
Southern Tier,Broome,120454,113179,10/25/2021
Western New York,Cattaraugus,37886,35009,10/25/2021
Central New York,Cayuga,44259,41235,10/25/2021
Western New York,Chautauqua,71254,65404,10/25/2021
Southern Tier,Chemung,43089,40467,10/25/2021
Southern Tier,Chenango,27741,26092,10/25/2021
North Country,Clinton,52942,50179,10/25/2021
Capital Region,Columbia,41041,37574,10/25/2021
Central New York,Cortland,26390,24820,10/25/2021
Southern Tier,Delaware,23833,22159,10/25/2021
Mid-Hudson,Dutchess,199407,179797,10/25/2021
Western New York,Erie,615808,572179,10/25/2021
North Country,Essex,24586,23209,10/25/2021
North Country,Franklin,27636,25864,10/25/2021
Mohawk Valley,Fulton,26555,24873,10/25/2021
Finger Lakes,Genesee,32985,30833,10/25/2021
Capital Region,Greene,28431,25939,10/25/2021
North Country,Hamilton,3339,3080,10/25/2021
Mohawk Valley,Herkimer,33122,30809,10/25/2021
North Country,Jefferson,65311,54128,10/25/2021
New York City,Kings,1696910,1534652,10/25/2021
North Country,Lewis,12862,12243,10/25/2021
Finger Lakes,Livingston,36100,34183,10/25/2021
Central New York,Madison,48398,45280,10/25/2021
Finger Lakes,Monroe,505975,475182,10/25/2021
Mohawk Valley,Montgomery,31268,29316,10/25/2021
Long Island,Nassau,1079624,988387,10/25/2021
New York City,New York,1333989,1199352,10/25/2021
Western New York,Niagara,131240,122927,10/25/2021
Mohawk Valley,Oneida,136143,125906,10/25/2021
Central New York,Onondaga,321436,298264,10/25/2021
Finger Lakes,Ontario,73802,69787,10/25/2021
Mid-Hudson,Orange,224624,204449,10/25/2021
Finger Lakes,Orleans,21493,19972,10/25/2021
Central New York,Oswego,70138,65806,10/25/2021
Mohawk Valley,Otsego,36155,33924,10/25/2021
Mid-Hudson,Putnam,71938,64768,10/25/2021
New York City,Queens,1839846,1681186,10/25/2021
Capital Region,Rensselaer,104822,97606,10/25/2021
New York City,Richmond,326059,298151,10/25/2021
Mid-Hudson,Rockland,200818,182147,10/25/2021
Capital Region,Saratoga,164417,154431,10/25/2021
Capital Region,Schenectady,118236,109672,10/25/2021
Mohawk Valley,Schoharie,17268,16316,10/25/2021
Southern Tier,Schuyler,10073,9394,10/25/2021
Finger Lakes,Seneca,17374,16271,10/25/2021
North Country,St. Lawrence,63632,59614,10/25/2021
Southern Tier,Steuben,48064,45318,10/25/2021
Long Island,Suffolk,1075923,978781,10/25/2021
Mid-Hudson,Sullivan,43965,39753,10/25/2021
Southern Tier,Tioga,22955,21660,10/25/2021
Southern Tier,Tompkins,75450,70715,10/25/2021
Mid-Hudson,Ulster,129846,118700,10/25/2021
Capital Region,Warren,46586,44046,10/25/2021
Capital Region,Washington,37107,35243,10/25/2021
Finger Lakes,Wayne,57085,53678,10/25/2021
Mid-Hudson,Westchester,741020,672458,10/25/2021
Finger Lakes,Wyoming,20560,19205,10/25/2021
Finger Lakes,Yates,12825,11907,10/25/2021
Capital Region,Albany,220660,203388,10/26/2021
Western New York,Allegany,20033,18725,10/26/2021
New York City,Bronx,974813,864129,10/26/2021
Southern Tier,Broome,120586,113267,10/26/2021
Western New York,Cattaraugus,37944,35067,10/26/2021
Central New York,Cayuga,44283,41264,10/26/2021
Western New York,Chautauqua,71346,65518,10/26/2021
Southern Tier,Chemung,43119,40494,10/26/2021
Southern Tier,Chenango,27764,26104,10/26/2021
North Country,Clinton,52954,50201,10/26/2021
Capital Region,Columbia,41086,37605,10/26/2021
Central New York,Cortland,26421,24846,10/26/2021
Southern Tier,Delaware,23857,22167,10/26/2021
Mid-Hudson,Dutchess,199624,180021,10/26/2021
Western New York,Erie,616336,572760,10/26/2021
North Country,Essex,24595,23218,10/26/2021
North Country,Franklin,27650,25875,10/26/2021
Mohawk Valley,Fulton,26576,24890,10/26/2021
Finger Lakes,Genesee,33037,30889,10/26/2021
Capital Region,Greene,28469,25959,10/26/2021
North Country,Hamilton,3339,3081,10/26/2021
Mohawk Valley,Herkimer,33152,30834,10/26/2021
North Country,Jefferson,65387,54178,10/26/2021
New York City,Kings,1700276,1538371,10/26/2021
North Country,Lewis,12877,12256,10/26/2021
Finger Lakes,Livingston,36146,34203,10/26/2021
Central New York,Madison,48440,45307,10/26/2021
Finger Lakes,Monroe,506331,475507,10/26/2021
Mohawk Valley,Montgomery,31295,29349,10/26/2021
Long Island,Nassau,1080933,989662,10/26/2021
New York City,New York,1336529,1201023,10/26/2021
Western New York,Niagara,131376,123063,10/26/2021
Mohawk Valley,Oneida,136229,126030,10/26/2021
Central New York,Onondaga,321617,298409,10/26/2021
Finger Lakes,Ontario,73873,69847,10/26/2021
Mid-Hudson,Orange,224877,204712,10/26/2021
Finger Lakes,Orleans,21511,20016,10/26/2021
Central New York,Oswego,70181,65847,10/26/2021
Mohawk Valley,Otsego,36182,33939,10/26/2021
Mid-Hudson,Putnam,72047,64846,10/26/2021
New York City,Queens,1842350,1683794,10/26/2021
Capital Region,Rensselaer,104927,97672,10/26/2021
New York City,Richmond,326801,298880,10/26/2021
Mid-Hudson,Rockland,201046,182341,10/26/2021
Capital Region,Saratoga,164532,154507,10/26/2021
Capital Region,Schenectady,118363,109766,10/26/2021
Mohawk Valley,Schoharie,17284,16322,10/26/2021
Southern Tier,Schuyler,10081,9399,10/26/2021
Finger Lakes,Seneca,17385,16286,10/26/2021
North Country,St. Lawrence,63690,59657,10/26/2021
Southern Tier,Steuben,48118,45356,10/26/2021
Long Island,Suffolk,1077222,980176,10/26/2021
Mid-Hudson,Sullivan,43998,39791,10/26/2021
Southern Tier,Tioga,22976,21673,10/26/2021
Southern Tier,Tompkins,75490,70741,10/26/2021
Mid-Hudson,Ulster,129928,118765,10/26/2021
Capital Region,Warren,46637,44088,10/26/2021
Capital Region,Washington,37133,35262,10/26/2021
Finger Lakes,Wayne,57123,53748,10/26/2021
Mid-Hudson,Westchester,741902,673246,10/26/2021
Finger Lakes,Wyoming,20589,19236,10/26/2021
Finger Lakes,Yates,12839,11910,10/26/2021
Capital Region,Albany,220882,203571,10/27/2021
Western New York,Allegany,20069,18761,10/27/2021
New York City,Bronx,977381,866362,10/27/2021
Southern Tier,Broome,120710,113400,10/27/2021
Western New York,Cattaraugus,37978,35106,10/27/2021
Central New York,Cayuga,44316,41295,10/27/2021
Western New York,Chautauqua,71415,65612,10/27/2021
Southern Tier,Chemung,43161,40547,10/27/2021
Southern Tier,Chenango,27804,26149,10/27/2021
North Country,Clinton,52969,50211,10/27/2021
Capital Region,Columbia,41149,37649,10/27/2021
Central New York,Cortland,26459,24858,10/27/2021
Southern Tier,Delaware,23887,22198,10/27/2021
Mid-Hudson,Dutchess,199847,180220,10/27/2021
Western New York,Erie,617024,573415,10/27/2021
North Country,Essex,24629,23231,10/27/2021
North Country,Franklin,27666,25887,10/27/2021
Mohawk Valley,Fulton,26614,24919,10/27/2021
Finger Lakes,Genesee,33091,30945,10/27/2021
Capital Region,Greene,28519,25989,10/27/2021
North Country,Hamilton,3341,3081,10/27/2021
Mohawk Valley,Herkimer,33195,30874,10/27/2021
North Country,Jefferson,65464,54236,10/27/2021
New York City,Kings,1703937,1541687,10/27/2021
North Country,Lewis,12888,12273,10/27/2021
Finger Lakes,Livingston,36187,34232,10/27/2021
Central New York,Madison,48492,45357,10/27/2021
Finger Lakes,Monroe,506892,476027,10/27/2021
Mohawk Valley,Montgomery,31328,29384,10/27/2021
Long Island,Nassau,1082213,990968,10/27/2021
New York City,New York,1338619,1202422,10/27/2021
Western New York,Niagara,131518,123204,10/27/2021
Mohawk Valley,Oneida,136451,126212,10/27/2021
Central New York,Onondaga,321911,298730,10/27/2021
Finger Lakes,Ontario,73965,69940,10/27/2021
Mid-Hudson,Orange,225193,204964,10/27/2021
Finger Lakes,Orleans,21543,20065,10/27/2021
Central New York,Oswego,70280,65932,10/27/2021
Mohawk Valley,Otsego,36211,33968,10/27/2021
Mid-Hudson,Putnam,72159,64919,10/27/2021
New York City,Queens,1844952,1686062,10/27/2021
Capital Region,Rensselaer,105042,97778,10/27/2021
New York City,Richmond,327565,299498,10/27/2021
Mid-Hudson,Rockland,201299,182586,10/27/2021
Capital Region,Saratoga,164701,154626,10/27/2021
Capital Region,Schenectady,118469,109861,10/27/2021
Mohawk Valley,Schoharie,17302,16328,10/27/2021
Southern Tier,Schuyler,10085,9402,10/27/2021
Finger Lakes,Seneca,17395,16298,10/27/2021
North Country,St. Lawrence,63758,59712,10/27/2021
Southern Tier,Steuben,48190,45405,10/27/2021
Long Island,Suffolk,1078971,981957,10/27/2021
Mid-Hudson,Sullivan,44089,39886,10/27/2021
Southern Tier,Tioga,23006,21705,10/27/2021
Southern Tier,Tompkins,75567,70784,10/27/2021
Mid-Hudson,Ulster,130056,118871,10/27/2021
Capital Region,Warren,46676,44112,10/27/2021
Capital Region,Washington,37173,35297,10/27/2021
Finger Lakes,Wayne,57239,53850,10/27/2021
Mid-Hudson,Westchester,742702,673936,10/27/2021
Finger Lakes,Wyoming,20617,19258,10/27/2021
Finger Lakes,Yates,12869,11926,10/27/2021
Capital Region,Albany,221076,203773,10/28/2021
Western New York,Allegany,20094,18797,10/28/2021
New York City,Bronx,979878,868481,10/28/2021
Southern Tier,Broome,120839,113478,10/28/2021
Western New York,Cattaraugus,38019,35133,10/28/2021
Central New York,Cayuga,44364,41330,10/28/2021
Western New York,Chautauqua,71512,65708,10/28/2021
Southern Tier,Chemung,43187,40584,10/28/2021
Southern Tier,Chenango,27833,26160,10/28/2021
North Country,Clinton,53009,50252,10/28/2021
Capital Region,Columbia,41193,37678,10/28/2021
Central New York,Cortland,26477,24874,10/28/2021
Southern Tier,Delaware,23902,22221,10/28/2021
Mid-Hudson,Dutchess,200011,180402,10/28/2021
Western New York,Erie,617524,573970,10/28/2021
North Country,Essex,24649,23245,10/28/2021
North Country,Franklin,27686,25908,10/28/2021
Mohawk Valley,Fulton,26631,24944,10/28/2021
Finger Lakes,Genesee,33112,30978,10/28/2021
Capital Region,Greene,28560,26021,10/28/2021
North Country,Hamilton,3343,3084,10/28/2021
Mohawk Valley,Herkimer,33212,30906,10/28/2021
North Country,Jefferson,65568,54330,10/28/2021
New York City,Kings,1707857,1545099,10/28/2021
North Country,Lewis,12898,12289,10/28/2021
Finger Lakes,Livingston,36219,34254,10/28/2021
Central New York,Madison,48520,45381,10/28/2021
Finger Lakes,Monroe,507728,476633,10/28/2021
Mohawk Valley,Montgomery,31364,29414,10/28/2021
Long Island,Nassau,1083608,992218,10/28/2021
New York City,New York,1340750,1203757,10/28/2021
Western New York,Niagara,131627,123337,10/28/2021
Mohawk Valley,Oneida,136577,126350,10/28/2021
Central New York,Onondaga,322124,298961,10/28/2021
Finger Lakes,Ontario,74056,70006,10/28/2021
Mid-Hudson,Orange,225499,205182,10/28/2021
Finger Lakes,Orleans,21574,20106,10/28/2021
Central New York,Oswego,70348,65997,10/28/2021
Mohawk Valley,Otsego,36232,34001,10/28/2021
Mid-Hudson,Putnam,72253,64971,10/28/2021
New York City,Queens,1847652,1688433,10/28/2021
Capital Region,Rensselaer,105113,97858,10/28/2021
New York City,Richmond,328403,300118,10/28/2021
Mid-Hudson,Rockland,201583,182810,10/28/2021
Capital Region,Saratoga,164828,154702,10/28/2021
Capital Region,Schenectady,118633,109959,10/28/2021
Mohawk Valley,Schoharie,17316,16346,10/28/2021
Southern Tier,Schuyler,10090,9405,10/28/2021
Finger Lakes,Seneca,17417,16314,10/28/2021
North Country,St. Lawrence,63877,59796,10/28/2021
Southern Tier,Steuben,48242,45435,10/28/2021
Long Island,Suffolk,1080215,983096,10/28/2021
Mid-Hudson,Sullivan,44134,39930,10/28/2021
Southern Tier,Tioga,23041,21723,10/28/2021
Southern Tier,Tompkins,75623,70823,10/28/2021
Mid-Hudson,Ulster,130133,118931,10/28/2021
Capital Region,Warren,46712,44140,10/28/2021
Capital Region,Washington,37199,35321,10/28/2021
Finger Lakes,Wayne,57308,53951,10/28/2021
Mid-Hudson,Westchester,743592,674648,10/28/2021
Finger Lakes,Wyoming,20637,19268,10/28/2021
Finger Lakes,Yates,12899,11944,10/28/2021
Capital Region,Albany,221268,203949,10/29/2021
Western New York,Allegany,20116,18814,10/29/2021
New York City,Bronx,982660,870710,10/29/2021
Southern Tier,Broome,120939,113552,10/29/2021
Western New York,Cattaraugus,38098,35203,10/29/2021
Central New York,Cayuga,44392,41356,10/29/2021
Western New York,Chautauqua,71605,65789,10/29/2021
Southern Tier,Chemung,43229,40630,10/29/2021
Southern Tier,Chenango,27876,26177,10/29/2021
North Country,Clinton,53035,50272,10/29/2021
Capital Region,Columbia,41250,37710,10/29/2021
Central New York,Cortland,26501,24898,10/29/2021
Southern Tier,Delaware,23951,22247,10/29/2021
Mid-Hudson,Dutchess,200222,180568,10/29/2021
Western New York,Erie,618012,574575,10/29/2021
North Country,Essex,24672,23260,10/29/2021
North Country,Franklin,27713,25921,10/29/2021
Mohawk Valley,Fulton,26675,24958,10/29/2021
Finger Lakes,Genesee,33157,31043,10/29/2021
Capital Region,Greene,28590,26049,10/29/2021
North Country,Hamilton,3345,3085,10/29/2021
Mohawk Valley,Herkimer,33235,30937,10/29/2021
North Country,Jefferson,65631,54378,10/29/2021
New York City,Kings,1711741,1548279,10/29/2021
North Country,Lewis,12922,12305,10/29/2021
Finger Lakes,Livingston,36252,34290,10/29/2021
Central New York,Madison,48557,45417,10/29/2021
Finger Lakes,Monroe,508153,477015,10/29/2021
Mohawk Valley,Montgomery,31404,29442,10/29/2021
Long Island,Nassau,1085031,993381,10/29/2021
New York City,New York,1343135,1205355,10/29/2021
Western New York,Niagara,131728,123454,10/29/2021
Mohawk Valley,Oneida,136670,126513,10/29/2021
Central New York,Onondaga,322352,299163,10/29/2021
Finger Lakes,Ontario,74132,70053,10/29/2021
Mid-Hudson,Orange,225990,205548,10/29/2021
Finger Lakes,Orleans,21612,20153,10/29/2021
Central New York,Oswego,70391,66037,10/29/2021
Mohawk Valley,Otsego,36274,34036,10/29/2021
Mid-Hudson,Putnam,72349,65031,10/29/2021
New York City,Queens,1850644,1690892,10/29/2021
Capital Region,Rensselaer,105253,97931,10/29/2021
New York City,Richmond,329310,300693,10/29/2021
Mid-Hudson,Rockland,201851,183070,10/29/2021
Capital Region,Saratoga,164976,154795,10/29/2021
Capital Region,Schenectady,118754,110070,10/29/2021
Mohawk Valley,Schoharie,17328,16364,10/29/2021
